	InFileName	Input	OutFileName	Output
136	chunked/Input/Ger-38.wav	[-540.52734 -540.52734 -540.52734 ...    0.         0.         0.     ]	chunked/Output/Eng-38.wav	[-485.04913 -485.04913 -485.04913 ...    0.         0.         0.     ]
137	chunked/Input/Ger-39.wav	[-552.6088 -552.6088 -552.6088 ...    0.        0.        0.    ]	chunked/Output/Eng-39.wav	[-517.3981 -517.3981 -517.3981 ...    0.        0.        0.    ]
138	chunked/Input/Ger-40.wav	[-550.27057 -550.27057 -550.27057 ...    0.         0.         0.     ]	chunked/Output/Eng-40.wav	[-537.38684 -537.38684 -537.38684 ...    0.         0.         0.     ]
139	chunked/Input/Ger-41.wav	[-590.10114 -590.10114 -590.10114 ...    0.         0.         0.     ]	chunked/Output/Eng-41.wav	[-529.54626 -529.54626 -529.54626 ...    0.         0.         0.     ]
140	chunked/Input/Ger-42.wav	[-487.82895 -487.82895 -487.82895 ...    0.         0.         0.     ]	chunked/Output/Eng-42.wav	[-566.3 -566.3 -566.3 ...    0.     0.     0. ]
141	chunked/Input/Ger-43.wav	[-531.98663 -531.98663 -531.98663 ...    0.         0.         0.     ]	chunked/Output/Eng-43.wav	[-550.10187 -550.10187 -550.10187 ...    0.         0.         0.     ]
142	chunked/Input/Ger-44.wav	[-553.64026 -553.64026 -553.64026 ...    0.         0.         0.     ]	chunked/Output/Eng-44.wav	[-493.03326 -493.03326 -493.03326 ...    0.         0.         0.     ]
143	chunked/Input/Ger-45.wav	[-551.9564 -551.9564 -551.9564 ...    0.        0.        0.    ]	chunked/Output/Eng-45.wav	[-530.68823 -530.68823 -530.68823 ...    0.         0.         0.     ]
144	chunked/Input/Ger-46.wav	[-554.4795 -554.4795 -554.4795 ...    0.        0.        0.    ]	chunked/Output/Eng-46.wav	[-558.615 -558.615 -558.615 ...    0.       0.       0.   ]
145	chunked/Input/Ger-47.wav	[-531.6901 -531.6901 -531.6901 ...    0.        0.        0.    ]	chunked/Output/Eng-47.wav	[-495.55756 -495.55756 -495.55756 ...    0.         0.         0.     ]
146	chunked/Input/Ger-48.wav	[-519.3035 -519.3035 -519.3035 ...    0.        0.        0.    ]	chunked/Output/Eng-48.wav	[-510.12537 -510.12537 -510.12537 ...    0.         0.         0.     ]
147	chunked/Input/Ger-49.wav	[-520.22955 -520.22955 -520.22955 ...    0.         0.         0.     ]	chunked/Output/Eng-49.wav	"[-163.23067   -87.153145  -62.92813  ...    0.          0.
    0.      ]"
148	chunked/Input/Ger-50.wav	[-507.35693 -507.35693 -507.35693 ...    0.         0.         0.     ]	chunked/Output/Eng-50.wav	[-530.9354 -530.9354 -530.9354 ...    0.        0.        0.    ]
149	chunked/Input/Ger-51.wav	[-504.77744 -504.77744 -504.77744 ...    0.         0.         0.     ]	chunked/Output/Eng-51.wav	[-525.31165 -525.31165 -525.31165 ...    0.         0.         0.     ]
150	chunked/Input/Ger-52.wav	[-538.14594 -538.14594 -538.14594 ...    0.         0.         0.     ]	chunked/Output/Eng-52.wav	[-589.6385 -589.6385 -589.6385 ...    0.        0.        0.    ]
151	chunked/Input/Ger-53.wav	[-576.5329 -576.5329 -576.5329 ...    0.        0.        0.    ]	chunked/Output/Eng-53.wav	[-521.3246 -521.3246 -521.3246 ...    0.        0.        0.    ]
152	chunked/Input/Ger-54.wav	[-512.0354 -512.0354 -512.0354 ...    0.        0.        0.    ]	chunked/Output/Eng-54.wav	[-546.2132 -546.2132 -546.2132 ...    0.        0.        0.    ]
153	chunked/Input/Ger-55.wav	[-518.6985 -518.6985 -518.6985 ...    0.        0.        0.    ]	chunked/Output/Eng-55.wav	[-521.0889 -521.0889 -521.0889 ...    0.        0.        0.    ]
154	chunked/Input/Ger-56.wav	[-513.8604 -513.8604 -513.8604 ...    0.        0.        0.    ]	chunked/Output/Eng-56.wav	[-525.17694 -525.17694 -525.17694 ...    0.         0.         0.     ]
155	chunked/Input/Ger-57.wav	[-480.35327 -480.35327 -480.35327 ...    0.         0.         0.     ]	chunked/Output/Eng-57.wav	[-567.11633 -567.11633 -567.11633 ...    0.         0.         0.     ]
156	chunked/Input/Ger-58.wav	[-571.41656 -571.41656 -571.41656 ...    0.         0.         0.     ]	chunked/Output/Eng-58.wav	[-566.02954 -566.02954 -566.02954 ...    0.         0.         0.     ]
157	chunked/Input/Ger-59.wav	[-518.6719 -518.6719 -518.6719 ...    0.        0.        0.    ]	chunked/Output/Eng-59.wav	[-622.2592 -622.2592 -622.2592 ...    0.        0.        0.    ]
158	chunked/Input/Ger-60.wav	[-551.1146 -551.1146 -551.1146 ...    0.        0.        0.    ]	chunked/Output/Eng-60.wav	[-530.0863 -530.0863 -530.0863 ...    0.        0.        0.    ]
159	chunked/Input/Ger-61.wav	[-617.8604 -617.8604 -617.8604 ...    0.        0.        0.    ]	chunked/Output/Eng-61.wav	[-553.30005 -553.30005 -553.30005 ...    0.         0.         0.     ]
160	chunked/Input/Ger-62.wav	[-545.2121 -545.2121 -545.2121 ...    0.        0.        0.    ]	chunked/Output/Eng-62.wav	[-533.35205 -533.35205 -533.35205 ...    0.         0.         0.     ]
161	chunked/Input/Ger-63.wav	[-537.0128 -537.0128 -537.0128 ...    0.        0.        0.    ]	chunked/Output/Eng-63.wav	[-558.29626 -558.29626 -558.29626 ...    0.         0.         0.     ]
162	chunked/Input/Ger-64.wav	[-557.18256 -557.18256 -557.18256 ...    0.         0.         0.     ]	chunked/Output/Eng-64.wav	[-521.01666 -521.01666 -521.01666 ...    0.         0.         0.     ]
163	chunked/Input/Ger-65.wav	[-543.80334 -543.80334 -543.80334 ...    0.         0.         0.     ]	chunked/Output/Eng-65.wav	[-549.20166 -549.20166 -549.20166 ...    0.         0.         0.     ]
164	chunked/Input/Ger-66.wav	[-516.1106 -516.1106 -516.1106 ...    0.        0.        0.    ]	chunked/Output/Eng-66.wav	[-517.116 -517.116 -517.116 ...    0.       0.       0.   ]
165	chunked/Input/Ger-67.wav	[-571.37024 -571.37024 -571.37024 ...    0.         0.         0.     ]	chunked/Output/Eng-67.wav	[-532.9842 -532.9842 -532.9842 ...    0.        0.        0.    ]
166	chunked/Input/Ger-68.wav	[-531.28687 -531.28687 -531.28687 ...    0.         0.         0.     ]	chunked/Output/Eng-68.wav	[-551.1553 -551.1553 -551.1553 ...    0.        0.        0.    ]
167	chunked/Input/Ger-69.wav	[-558.2345 -558.2345 -558.2345 ...    0.        0.        0.    ]	chunked/Output/Eng-69.wav	[-525.86304 -525.86304 -525.86304 ...    0.         0.         0.     ]
168	chunked/Input/Ger-70.wav	[-509.77048 -509.77048 -509.77048 ...    0.         0.         0.     ]	chunked/Output/Eng-70.wav	[-553.13403 -553.13403 -553.13403 ...    0.         0.         0.     ]
169	chunked/Input/Ger-71.wav	[-542.3215 -542.3215 -542.3215 ...    0.        0.        0.    ]	chunked/Output/Eng-71.wav	[-527.82855 -527.82855 -527.82855 ...    0.         0.         0.     ]
170	chunked/Input/Ger-72.wav	[-538.7265 -538.7265 -538.7265 ...    0.        0.        0.    ]	chunked/Output/Eng-72.wav	[-558.5504 -558.5504 -558.5504 ...    0.        0.        0.    ]
171	chunked/Input/Ger-73.wav	[-555.02496 -555.02496 -555.02496 ...    0.         0.         0.     ]	chunked/Output/Eng-73.wav	[-500.90033 -500.90033 -500.90033 ...    0.         0.         0.     ]
172	chunked/Input/Ger-74.wav	[-613.84467 -613.84467 -613.84467 ...    0.         0.         0.     ]	chunked/Output/Eng-74.wav	[-515.82056 -515.82056 -515.82056 ...    0.         0.         0.     ]
173	chunked/Input/Ger-75.wav	[-533.0304 -533.0304 -533.0304 ...    0.        0.        0.    ]	chunked/Output/Eng-75.wav	[-524.2031 -524.2031 -524.2031 ...    0.        0.        0.    ]
174	chunked/Input/Ger-76.wav	[-550.7847 -550.7847 -550.7847 ...    0.        0.        0.    ]	chunked/Output/Eng-76.wav	[-505.22983 -505.22983 -505.22983 ...    0.         0.         0.     ]
175	chunked/Input/Ger-77.wav	[-544.3274 -544.3274 -544.3274 ...    0.        0.        0.    ]	chunked/Output/Eng-77.wav	[-517.7452 -517.7452 -517.7452 ...    0.        0.        0.    ]
176	chunked/Input/Ger-78.wav	[-510.43286 -510.43286 -510.43286 ...    0.         0.         0.     ]	chunked/Output/Eng-78.wav	[-523.48 -523.48 -523.48 ...    0.      0.      0.  ]
177	chunked/Input/Ger-79.wav	[-573.2433 -573.2433 -573.2433 ...    0.        0.        0.    ]	chunked/Output/Eng-79.wav	[-488.82074 -488.82074 -488.82074 ...    0.         0.         0.     ]
178	chunked/Input/Ger-80.wav	[-516.21356 -516.21356 -516.21356 ...    0.         0.         0.     ]	chunked/Output/Eng-80.wav	[-494.40042 -494.40042 -494.40042 ...    0.         0.         0.     ]
179	chunked/Input/Ger-81.wav	[-537.22815 -537.22815 -537.22815 ...    0.         0.         0.     ]	chunked/Output/Eng-81.wav	[-550.47833 -550.47833 -550.47833 ...    0.         0.         0.     ]
180	chunked/Input/Ger-82.wav	[-528.6994 -528.6994 -528.6994 ...    0.        0.        0.    ]	chunked/Output/Eng-82.wav	[-507.69583 -507.69583 -507.69583 ...    0.         0.         0.     ]
181	chunked/Input/Ger-83.wav	[-528.07404 -528.07404 -528.07404 ...    0.         0.         0.     ]	chunked/Output/Eng-83.wav	[-554.2579 -554.2579 -554.2579 ...    0.        0.        0.    ]
182	chunked/Input/Ger-84.wav	[-534.2936 -534.2936 -534.2936 ...    0.        0.        0.    ]	chunked/Output/Eng-84.wav	[-535.7095 -535.7095 -535.7095 ...    0.        0.        0.    ]
183	chunked/Input/Ger-85.wav	[-555.15814 -555.15814 -555.15814 ...    0.         0.         0.     ]	chunked/Output/Eng-85.wav	[-507.3403 -507.3403 -507.3403 ...    0.        0.        0.    ]
184	chunked/Input/Ger-86.wav	[-560.6083 -560.6083 -560.6083 ...    0.        0.        0.    ]	chunked/Output/Eng-86.wav	[-532.53107 -532.53107 -532.53107 ...    0.         0.         0.     ]
185	chunked/Input/Ger-87.wav	[-522.8236 -522.8236 -522.8236 ...    0.        0.        0.    ]	chunked/Output/Eng-87.wav	[-539.6654 -539.6654 -539.6654 ...    0.        0.        0.    ]
186	chunked/Input/Ger-88.wav	[-549.0851 -549.0851 -549.0851 ...    0.        0.        0.    ]	chunked/Output/Eng-88.wav	[-549.87854 -549.87854 -549.87854 ...    0.         0.         0.     ]
187	chunked/Input/Ger-89.wav	[-519.6175 -519.6175 -519.6175 ...    0.        0.        0.    ]	chunked/Output/Eng-89.wav	[-517.94916 -517.94916 -517.94916 ...    0.         0.         0.     ]
188	chunked/Input/Ger-90.wav	[-509.00467 -509.00467 -509.00467 ...    0.         0.         0.     ]	chunked/Output/Eng-90.wav	[-530.73865 -530.73865 -530.73865 ...    0.         0.         0.     ]
189	chunked/Input/Ger-91.wav	[-547.15497 -547.15497 -547.15497 ...    0.         0.         0.     ]	chunked/Output/Eng-91.wav	[-471.55753 -471.55753 -471.55753 ...    0.         0.         0.     ]
190	chunked/Input/Ger-92.wav	[-539.3842 -539.3842 -539.3842 ...    0.        0.        0.    ]	chunked/Output/Eng-92.wav	[-533.91754 -533.91754 -533.91754 ...    0.         0.         0.     ]
191	chunked/Input/Ger-93.wav	[-507.25443 -459.90164 -360.48825 ...    0.         0.         0.     ]	chunked/Output/Eng-93.wav	"[-519.2238    -503.3947    -374.0923    ...   -4.9497414   -0.7879776
    6.285796 ]"
192	chunked/Input/Ger-94.wav	[-522.19635 -522.19635 -522.19635 ...    0.         0.         0.     ]	chunked/Output/Eng-94.wav	[-520.7155  -514.2685  -227.32082 ...    0.         0.         0.     ]
193	chunked/Input/Ger-95.wav	[-535.4982 -535.4982 -535.4982 ...    0.        0.        0.    ]	chunked/Output/Eng-95.wav	[-540.6564 -540.6564 -540.6564 ...    0.        0.        0.    ]
194	chunked/Input/Ger-96.wav	[-520.9608 -520.9608 -520.9608 ...    0.        0.        0.    ]	chunked/Output/Eng-96.wav	[-485.84995 -485.84995 -485.84995 ...    0.         0.         0.     ]
195	chunked/Input/Ger-97.wav	[-551.5568 -551.5568 -551.5568 ...    0.        0.        0.    ]	chunked/Output/Eng-97.wav	[-527.0255 -527.0255 -527.0255 ...    0.        0.        0.    ]
196	chunked/Input/Ger-98.wav	[-503.3525 -503.3525 -503.3525 ...    0.        0.        0.    ]	chunked/Output/Eng-98.wav	[-529.65643 -529.65643 -529.65643 ...    0.         0.         0.     ]
197	chunked/Input/Ger-99.wav	[-513.91473 -513.91473 -513.91473 ...    0.         0.         0.     ]	chunked/Output/Eng-99.wav	[-516.4907 -516.4907 -516.4907 ...    0.        0.        0.    ]
